wave,onset,peak,offset,confidence,source,lead,duration_ms,onset_s,offset_s,onset_abs,peak_abs,offset_abs,qrs_ge_120
QRS,8054,8073,8107,0.9443591237068176,predicted,MLII,147.22222222222223,22.372222222222224,22.519444444444446,8054,8073,8107,True
T,8120,8150,8196,0.9582263827323914,predicted,MLII,211.11111111111111,22.555555555555557,22.766666666666666,8120,8150,8196,
QRS,8378,8395,8408,0.945072591304779,predicted,MLII,83.33333333333333,23.272222222222222,23.355555555555554,8378,8395,8408,False
T,8457,8500,8522,0.9392348527908325,predicted,MLII,180.55555555555554,23.491666666666667,23.67222222222222,8457,8500,8522,
QRS,8554,8575,8594,0.9354067444801331,predicted,MLII,111.11111111111111,23.761111111111113,23.872222222222224,8554,8575,8594,False
T,8614,8652,8685,0.896284282207489,predicted,MLII,197.22222222222223,23.927777777777777,24.125,8614,8652,8685,
QRS,8702,8726,8745,0.9145500063896179,predicted,MLII,119.44444444444444,24.17222222222222,24.291666666666668,8702,8726,8745,False
T,8806,8806,8847,0.5504610538482666,predicted,MLII,113.88888888888889,24.461111111111112,24.575,8806,8806,8847,
P,9082,9096,9122,0.8765159249305725,predicted,MLII,111.11111111111111,25.227777777777778,25.33888888888889,9082,9096,9122,
QRS,9151,9171,9184,0.9477831721305847,predicted,MLII,91.66666666666667,25.419444444444444,25.511111111111113,9151,9171,9184,False
T,9236,9298,9314,0.9099040627479553,predicted,MLII,216.66666666666666,25.655555555555555,25.872222222222224,9236,9298,9314,
QRS,9363,9383,9412,0.89089435338974,predicted,MLII,136.11111111111111,26.008333333333333,26.144444444444446,9363,9383,9412,True
T,9429,9469,9511,0.9596588015556335,predicted,MLII,227.77777777777777,26.191666666666666,26.419444444444444,9429,9469,9511,
P,9624,9624,9651,0.8963676691055298,predicted,MLII,75.0,26.733333333333334,26.808333333333334,9624,9624,9651,
QRS,9691,9711,9729,0.9481620788574219,predicted,MLII,105.55555555555556,26.919444444444444,27.025,9691,9711,9729,False
T,9786,9789,9814,0.880825400352478,predicted,MLII,77.77777777777777,27.183333333333334,27.261111111111113,9786,9789,9814,
P,9884,9891,9903,0.7692932486534119,predicted,MLII,52.77777777777778,27.455555555555556,27.508333333333333,9884,9891,9903,
QRS,9943,9963,9978,0.9450669884681702,predicted,MLII,97.22222222222223,27.619444444444444,27.716666666666665,9943,9963,9978,False
T,10018,10058,10087,0.9590744376182556,predicted,MLII,191.66666666666666,27.82777777777778,28.019444444444446,10018,10058,10087,
QRS,10179,10198,10211,0.9459980726242065,predicted,MLII,88.88888888888889,28.275,28.363888888888887,10179,10198,10211,False
T,10246,10287,10309,0.9355764389038086,predicted,MLII,175.0,28.461111111111112,28.636111111111113,10246,10287,10309,
QRS,10420,10437,10452,0.9629503488540649,predicted,MLII,88.88888888888889,28.944444444444443,29.033333333333335,10420,10437,10452,False
T,10490,10525,10557,0.9053506851196289,predicted,MLII,186.11111111111111,29.13888888888889,29.325,10490,10525,10557,
QRS,10655,10675,10691,0.9540425539016724,predicted,MLII,100.0,29.59722222222222,29.697222222222223,10655,10675,10691,False
T,10737,10773,10794,0.9227933883666992,predicted,MLII,158.33333333333334,29.825,29.983333333333334,10737,10773,10794,
QRS,10884,10902,10914,0.9625421166419983,predicted,MLII,83.33333333333333,30.233333333333334,30.316666666666666,10884,10902,10914,False
T,10954,10984,11022,0.9704570770263672,predicted,MLII,188.88888888888889,30.427777777777777,30.616666666666667,10954,10984,11022,
QRS,11114,11133,11146,0.9574977159500122,predicted,MLII,88.88888888888889,30.872222222222224,30.961111111111112,11114,11133,11146,False
T,11183,11220,11249,0.9480926990509033,predicted,MLII,183.33333333333334,31.06388888888889,31.247222222222224,11183,11220,11249,
QRS,11343,11363,11377,0.9534631371498108,predicted,MLII,94.44444444444444,31.508333333333333,31.602777777777778,11343,11363,11377,False
T,11418,11452,11481,0.9720612168312073,predicted,MLII,175.0,31.716666666666665,31.891666666666666,11418,11452,11481,
QRS,11598,11618,11634,0.928061842918396,predicted,MLII,100.0,32.21666666666667,32.31666666666667,11598,11618,11634,False
T,11690,11726,11743,0.4897403120994568,predicted,MLII,147.22222222222223,32.47222222222222,32.61944444444445,11690,11726,11743,
QRS,11832,11858,11874,0.9169971346855164,predicted,MLII,116.66666666666667,32.86666666666667,32.983333333333334,11832,11858,11874,False
T,11916,11958,11992,0.9546772837638855,predicted,MLII,211.11111111111111,33.1,33.31111111111111,11916,11958,11992,
P,12090,12100,12112,0.6694737672805786,predicted,MLII,61.111111111111114,33.583333333333336,33.644444444444446,12090,12100,12112,
QRS,12142,12159,12174,0.9190114736557007,predicted,MLII,88.88888888888889,33.727777777777774,33.81666666666667,12142,12159,12174,False
T,12226,12267,12292,0.9636331796646118,predicted,MLII,183.33333333333334,33.96111111111111,34.144444444444446,12226,12267,12292,
QRS,12342,12362,12396,0.9672040343284607,predicted,MLII,150.0,34.28333333333333,34.43333333333333,12342,12362,12396,True
T,12400,12433,12469,0.9737362265586853,predicted,MLII,191.66666666666666,34.44444444444444,34.63611111111111,12400,12433,12469,
QRS,12707,12722,12734,0.9338847994804382,predicted,MLII,75.0,35.297222222222224,35.37222222222222,12707,12722,12734,False
T,12781,12833,12859,0.9082301259040833,predicted,MLII,216.66666666666666,35.50277777777778,35.71944444444444,12781,12833,12859,
QRS,12878,12900,12918,0.9221451878547668,predicted,MLII,111.11111111111111,35.772222222222226,35.88333333333333,12878,12900,12918,False
T,12943,12973,13008,0.7674126029014587,predicted,MLII,180.55555555555554,35.952777777777776,36.13333333333333,12943,12973,13008,
QRS,13031,13052,13080,0.9572405219078064,predicted,MLII,136.11111111111111,36.19722222222222,36.333333333333336,13031,13052,13080,True
T,13108,13110,13172,0.8987157940864563,predicted,MLII,177.77777777777777,36.41111111111111,36.58888888888889,13108,13110,13172,
P,13454,13454,13470,0.6572361588478088,predicted,MLII,44.44444444444444,37.37222222222222,37.416666666666664,13454,13454,13470,
QRS,13504,13523,13536,0.9682959914207458,predicted,MLII,88.88888888888889,37.51111111111111,37.6,13504,13523,13536,False
T,13602,13647,13650,0.9061911702156067,predicted,MLII,133.33333333333334,37.78333333333333,37.916666666666664,13602,13647,13650,
QRS,13712,13732,13769,0.8579810261726379,predicted,MLII,158.33333333333334,38.08888888888889,38.24722222222222,13712,13732,13769,True
T,13776,13811,13861,0.9681607484817505,predicted,MLII,236.11111111111111,38.266666666666666,38.50277777777778,13776,13811,13861,
QRS,14086,14102,14124,0.9258646368980408,predicted,MLII,105.55555555555556,39.12777777777778,39.233333333333334,14086,14102,14124,False
T,14172,14220,14242,0.862583577632904,predicted,MLII,194.44444444444446,39.36666666666667,39.56111111111111,14172,14220,14242,
P,14306,14306,14318,0.7216446399688721,predicted,MLII,33.333333333333336,39.73888888888889,39.772222222222226,14306,14306,14318,
QRS,14335,14361,14377,0.9290749430656433,predicted,MLII,116.66666666666667,39.81944444444444,39.93611111111111,14335,14361,14377,False
T,14416,14436,14453,0.68567955493927,predicted,MLII,102.77777777777777,40.044444444444444,40.147222222222226,14416,14436,14453,
QRS,14528,14557,14574,0.8972886204719543,predicted,MLII,127.77777777777777,40.355555555555554,40.483333333333334,14528,14557,14574,True
T,14630,14633,14684,0.7779643535614014,predicted,MLII,150.0,40.638888888888886,40.78888888888889,14630,14633,14684,
T,14694,14694,14707,0.6516132950782776,predicted,MLII,36.111111111111114,40.81666666666667,40.852777777777774,14694,14694,14707,
P,14833,14852,14854,0.6444494724273682,predicted,MLII,58.333333333333336,41.202777777777776,41.26111111111111,14833,14852,14854,
QRS,14885,14904,14924,0.9071274399757385,predicted,MLII,108.33333333333333,41.34722222222222,41.455555555555556,14885,14904,14924,False
T,14962,15018,15029,0.8413437008857727,predicted,MLII,186.11111111111111,41.56111111111111,41.74722222222222,14962,15018,15029,
QRS,15061,15084,15121,0.8862468600273132,predicted,MLII,166.66666666666666,41.83611111111111,42.00277777777778,15061,15084,15121,True
T,15132,15165,15216,0.9661875367164612,predicted,MLII,233.33333333333334,42.03333333333333,42.266666666666666,15132,15165,15216,
QRS,15394,15411,15427,0.9467110633850098,predicted,MLII,91.66666666666667,42.76111111111111,42.852777777777774,15394,15411,15427,False
T,15463,15463,15517,0.9097359776496887,predicted,MLII,150.0,42.952777777777776,43.102777777777774,15463,15463,15517,
QRS,15572,15594,15625,0.9426036477088928,predicted,MLII,147.22222222222223,43.25555555555555,43.40277777777778,15572,15594,15625,True
T,15637,15673,15718,0.9653998017311096,predicted,MLII,225.0,43.43611111111111,43.66111111111111,15637,15673,15718,
P,15852,15852,15872,0.742496907711029,predicted,MLII,55.55555555555556,44.03333333333333,44.08888888888889,15852,15852,15872,
QRS,15912,15929,15942,0.946843683719635,predicted,MLII,83.33333333333333,44.2,44.28333333333333,15912,15929,15942,False
T,15996,16052,16068,0.879344642162323,predicted,MLII,200.0,44.43333333333333,44.63333333333333,15996,16052,16068,
P,16108,16122,16141,0.9073839783668518,predicted,MLII,91.66666666666667,44.74444444444445,44.83611111111111,16108,16122,16141,
QRS,16177,16196,16210,0.9510892033576965,predicted,MLII,91.66666666666667,44.93611111111111,45.02777777777778,16177,16196,16210,False
T,16256,16299,16322,0.8964457511901855,predicted,MLII,183.33333333333334,45.15555555555556,45.33888888888889,16256,16299,16322,
P,16332,16341,16341,0.7098950743675232,predicted,MLII,25.0,45.36666666666667,45.391666666666666,16332,16341,16341,
QRS,16367,16402,16425,0.9510483145713806,predicted,MLII,161.11111111111111,45.46388888888889,45.625,16367,16402,16425,True
QRS,16429,16429,16439,0.7329070568084717,predicted,MLII,27.77777777777778,45.63611111111111,45.66388888888889,16429,16429,16439,False
T,16448,16476,16530,0.9602826237678528,predicted,MLII,227.77777777777777,45.68888888888889,45.916666666666664,16448,16476,16530,
QRS,16678,16695,16708,0.94820237159729,predicted,MLII,83.33333333333333,46.327777777777776,46.41111111111111,16678,16695,16708,False
T,16749,16749,16811,0.8234842419624329,predicted,MLII,172.22222222222223,46.525,46.69722222222222,16749,16749,16811,
QRS,16860,16880,16916,0.9777542352676392,predicted,MLII,155.55555555555554,46.833333333333336,46.98888888888889,16860,16880,16916,True
T,16924,16956,16995,0.9820651412010193,predicted,MLII,197.22222222222223,47.01111111111111,47.208333333333336,16924,16956,16995,
P,17090,17104,17117,0.9238200187683105,predicted,MLII,75.0,47.47222222222222,47.547222222222224,17090,17104,17117,
QRS,17146,17165,17178,0.9498853087425232,predicted,MLII,88.88888888888889,47.62777777777778,47.71666666666667,17146,17165,17178,False
T,17228,17228,17271,0.6770885586738586,predicted,MLII,119.44444444444444,47.855555555555554,47.975,17228,17228,17271,
QRS,17312,17336,17371,0.8798335790634155,predicted,MLII,163.88888888888889,48.08888888888889,48.25277777777778,17312,17336,17371,True
T,17384,17417,17476,0.7617087364196777,predicted,MLII,255.55555555555554,48.28888888888889,48.544444444444444,17384,17417,17476,
P,17577,17594,17621,0.7582105398178101,predicted,MLII,122.22222222222223,48.825,48.94722222222222,17577,17594,17621,
QRS,17649,17666,17682,0.9431355595588684,predicted,MLII,91.66666666666667,49.025,49.11666666666667,17649,17666,17682,False
T,17728,17728,17771,0.7227305769920349,predicted,MLII,119.44444444444444,49.24444444444445,49.36388888888889,17728,17728,17771,
QRS,17837,17859,17896,0.9478825330734253,predicted,MLII,163.88888888888889,49.547222222222224,49.71111111111111,17837,17859,17896,True
T,17904,17951,17988,0.9690783619880676,predicted,MLII,233.33333333333334,49.733333333333334,49.96666666666667,17904,17951,17988,
QRS,18180,18200,18212,0.9102314114570618,predicted,MLII,88.88888888888889,50.5,50.58888888888889,18180,18200,18212,False
T,18262,18272,18304,0.8987592458724976,predicted,MLII,116.66666666666667,50.727777777777774,50.84444444444444,18262,18272,18304,
QRS,18359,18382,18405,0.925736129283905,predicted,MLII,127.77777777777777,50.99722222222222,51.125,18359,18382,18405,True
T,18429,18456,18504,0.9338206052780151,predicted,MLII,208.33333333333334,51.19166666666667,51.4,18429,18456,18504,
QRS,18575,18579,18599,0.6100673079490662,predicted,MLII,66.66666666666667,51.59722222222222,51.66388888888889,18575,18579,18599,False
QRS,18680,18698,18719,0.9073823094367981,predicted,MLII,108.33333333333333,51.888888888888886,51.99722222222222,18680,18698,18719,False
T,18769,18769,18822,0.7904409170150757,predicted,MLII,147.22222222222223,52.13611111111111,52.28333333333333,18769,18769,18822,
QRS,18923,18940,18953,0.9512350559234619,predicted,MLII,83.33333333333333,52.56388888888889,52.647222222222226,18923,18940,18953,False
T,18996,19020,19035,0.9174492955207825,predicted,MLII,108.33333333333333,52.766666666666666,52.875,18996,19020,19035,
QRS,19117,19151,19182,0.9706770777702332,predicted,MLII,180.55555555555554,53.102777777777774,53.28333333333333,19117,19151,19182,True
T,19189,19218,19270,0.9371168613433838,predicted,MLII,225.0,53.30277777777778,53.52777777777778,19189,19218,19270,
QRS,19418,19433,19447,0.8734456896781921,predicted,MLII,80.55555555555556,53.93888888888889,54.019444444444446,19418,19433,19447,False
T,19489,19490,19505,0.7424281239509583,predicted,MLII,44.44444444444444,54.13611111111111,54.18055555555556,19489,19490,19505,
QRS,19577,19607,19620,0.9033905863761902,predicted,MLII,119.44444444444444,54.38055555555555,54.5,19577,19607,19620,False
T,19669,19669,19738,0.8293173909187317,predicted,MLII,191.66666666666666,54.63611111111111,54.827777777777776,19669,19669,19738,
QRS,19901,19917,19928,0.9065947532653809,predicted,MLII,75.0,55.28055555555556,55.355555555555554,19901,19917,19928,False
T,19970,20013,20013,0.8679479956626892,predicted,MLII,119.44444444444444,55.47222222222222,55.59166666666667,19970,20013,20013,
QRS,20076,20098,20128,0.9057677984237671,predicted,MLII,144.44444444444446,55.766666666666666,55.91111111111111,20076,20098,20128,True
T,20140,20179,20223,0.9703264832496643,predicted,MLII,230.55555555555554,55.94444444444444,56.175,20140,20179,20223,
QRS,20413,20431,20452,0.899796187877655,predicted,MLII,108.33333333333333,56.702777777777776,56.81111111111111,20413,20431,20452,False
T,20494,20498,20552,0.7419589161872864,predicted,MLII,161.11111111111111,56.92777777777778,57.08888888888889,20494,20498,20552,
QRS,20619,20641,20673,0.9535223245620728,predicted,MLII,150.0,57.275,57.425,20619,20641,20673,True
T,20684,20720,20759,0.9680260419845581,predicted,MLII,208.33333333333334,57.455555555555556,57.66388888888889,20684,20720,20759,
QRS,20939,20955,20965,0.9085726737976074,predicted,MLII,72.22222222222223,58.16388888888889,58.236111111111114,20939,20955,20965,False
T,21047,21047,21056,0.5250314474105835,predicted,MLII,25.0,58.46388888888889,58.48888888888889,21047,21047,21056,
QRS,21099,21119,21155,0.9701898694038391,predicted,MLII,155.55555555555554,58.608333333333334,58.763888888888886,21099,21119,21155,True
T,21190,21190,21216,0.7580482959747314,predicted,MLII,72.22222222222223,58.861111111111114,58.93333333333333,21190,21190,21216,
T,21221,21254,21285,0.33735424280166626,predicted,MLII,177.77777777777777,58.94722222222222,59.125,21221,21254,21285,
P,21311,21332,21362,0.8820995688438416,predicted,MLII,141.66666666666666,59.19722222222222,59.33888888888889,21311,21332,21362,
QRS,21372,21391,21413,0.930467426776886,predicted,MLII,113.88888888888889,59.36666666666667,59.480555555555554,21372,21391,21413,False
T,21463,21488,21531,0.8901336789131165,predicted,MLII,188.88888888888889,59.61944444444445,59.80833333333333,21463,21488,21531,
QRS,21552,21573,21594,0.7982557415962219,predicted,MLII,116.66666666666667,59.86666666666667,59.983333333333334,21552,21573,21594,False
T,13,29,29,0.6757356524467468,predicted,V1,44.44444444444444,0.03611111111111111,0.08055555555555556,13,29,29,
T,55,58,127,0.4099854528903961,predicted,V1,200.0,0.1527777777777778,0.3527777777777778,55,58,127,
P,148,200,200,0.8316134214401245,predicted,V1,144.44444444444446,0.4111111111111111,0.5555555555555556,148,200,200,
QRS,202,216,265,0.9028252363204956,predicted,V1,175.0,0.5611111111111111,0.7361111111111112,202,216,265,True
T,266,288,372,0.5872501730918884,predicted,V1,294.44444444444446,0.7388888888888889,1.0333333333333334,266,288,372,
T,387,412,415,0.6509178280830383,predicted,V1,77.77777777777777,1.075,1.1527777777777777,387,412,415,
T,557,582,583,0.817619800567627,predicted,V1,72.22222222222223,1.5472222222222223,1.6194444444444445,557,582,583,
QRS,651,685,729,0.955558717250824,predicted,V1,216.66666666666666,1.8083333333333333,2.025,651,685,729,True
T,736,782,821,0.9570379853248596,predicted,V1,236.11111111111111,2.0444444444444443,2.2805555555555554,736,782,821,
T,1024,1024,1040,0.5979905128479004,predicted,V1,44.44444444444444,2.8444444444444446,2.888888888888889,1024,1024,1040,
T,1045,1047,1056,0.6033457517623901,predicted,V1,30.555555555555557,2.9027777777777777,2.933333333333333,1045,1047,1056,
QRS,1119,1139,1168,0.9381837844848633,predicted,V1,136.11111111111111,3.1083333333333334,3.2444444444444445,1119,1139,1168,True
T,1204,1212,1244,0.937735378742218,predicted,V1,111.11111111111111,3.3444444444444446,3.4555555555555557,1204,1212,1244,
P,1524,1531,1531,0.6803617477416992,predicted,V1,19.444444444444443,4.233333333333333,4.252777777777778,1524,1531,1531,
QRS,1584,1604,1620,0.963021993637085,predicted,V1,100.0,4.4,4.5,1584,1604,1620,False
