wave,onset,peak,offset,confidence,source,lead,duration_ms,onset_s,offset_s,onset_abs,peak_abs,offset_abs,qrs_ge_120
T,4318,4410,4440,0.4464722275733948,predicted,I,244.0,8.636,8.88,4318,4410,4440,
P,4442,4496,4522,0.6092625856399536,predicted,I,160.0,8.884,9.044,4442,4496,4522,
P,4530,4568,4592,0.8726673126220703,predicted,I,124.0,9.06,9.184,4530,4568,4592,
QRS,4604,4628,4650,0.9448686242103577,predicted,I,92.0,9.208,9.3,4604,4628,4650,False
T,4706,4804,4850,0.8837876915931702,predicted,I,288.0,9.412,9.7,4706,4804,4850,
QRS,0,10,44,0.7841740250587463,predicted,II,88.0,0.0,0.088,0,10,44,False
T,122,190,244,0.8532613515853882,predicted,II,244.0,0.244,0.488,122,190,244,
T,336,404,448,0.8177497982978821,predicted,II,224.0,0.672,0.896,336,404,448,
P,566,598,622,0.9171352386474609,predicted,II,112.0,1.132,1.244,566,598,622,
QRS,638,662,690,0.9217792749404907,predicted,II,104.0,1.276,1.38,638,662,690,False
T,776,844,880,0.9447150826454163,predicted,II,208.0,1.552,1.76,776,844,880,
P,1250,1280,1302,0.940445065498352,predicted,II,104.0,2.5,2.604,1250,1280,1302,
QRS,1322,1342,1370,0.9236003756523132,predicted,II,96.0,2.644,2.74,1322,1342,1370,False
T,1462,1526,1568,0.9787493348121643,predicted,II,212.0,2.924,3.136,1462,1526,1568,
P,1910,1936,1952,0.9506723880767822,predicted,II,84.0,3.82,3.904,1910,1936,1952,
QRS,1978,2000,2026,0.9257091283798218,predicted,II,96.0,3.956,4.052,1978,2000,2026,False
T,2120,2178,2220,0.9778077602386475,predicted,II,200.0,4.24,4.44,2120,2178,2220,
P,2546,2578,2598,0.9558380246162415,predicted,II,104.0,5.092,5.196,2546,2578,2598,
QRS,2622,2644,2668,0.9303091168403625,predicted,II,92.0,5.244,5.336,2622,2644,2668,False
T,2760,2826,2868,0.9689300060272217,predicted,II,216.0,5.52,5.736,2760,2826,2868,
P,3222,3248,3274,0.9533497095108032,predicted,II,104.0,6.444,6.548,3222,3248,3274,
QRS,3292,3314,3342,0.9274240732192993,predicted,II,100.0,6.584,6.684,3292,3314,3342,False
T,3432,3492,3538,0.9791982173919678,predicted,II,212.0,6.864,7.076,3432,3492,3538,
P,3878,3904,3930,0.9353435635566711,predicted,II,104.0,7.756,7.86,3878,3904,3930,
QRS,3950,3970,3996,0.9484503865242004,predicted,II,92.0,7.9,7.992,3950,3970,3996,False
T,4084,4148,4196,0.9593292474746704,predicted,II,224.0,8.168,8.392,4084,4148,4196,
T,4324,4378,4460,0.5733818411827087,predicted,II,272.0,8.648,8.92,4324,4378,4460,
P,4462,4476,4490,0.4967217743396759,predicted,II,56.0,8.924,8.98,4462,4476,4490,
P,4524,4562,4582,0.9084538221359253,predicted,II,116.0,9.048,9.164,4524,4562,4582,
QRS,4602,4626,4652,0.9296019673347473,predicted,II,100.0,9.204,9.304,4602,4626,4652,False
T,4732,4802,4854,0.9497703909873962,predicted,II,244.0,9.464,9.708,4732,4802,4854,
QRS,28,30,36,0.4983656406402588,predicted,III,16.0,0.056,0.072,28,30,36,False
T,114,184,222,0.9263623952865601,predicted,III,216.0,0.228,0.444,114,184,222,
T,352,456,470,0.7601545453071594,predicted,III,236.0,0.704,0.94,352,456,470,
P,574,610,626,0.8675334453582764,predicted,III,104.0,1.148,1.252,574,610,626,
QRS,640,666,684,0.913667619228363,predicted,III,88.0,1.28,1.368,640,666,684,False
T,782,834,870,0.9625667333602905,predicted,III,176.0,1.564,1.74,782,834,870,
P,1268,1290,1306,0.9340399503707886,predicted,III,76.0,2.536,2.612,1268,1290,1306,
QRS,1326,1346,1368,0.896233320236206,predicted,III,84.0,2.652,2.736,1326,1346,1368,False
T,1466,1516,1554,0.9493502974510193,predicted,III,176.0,2.932,3.108,1466,1516,1554,
P,1926,1948,1960,0.8736464977264404,predicted,III,68.0,3.852,3.92,1926,1948,1960,
QRS,1984,2004,2022,0.9041222333908081,predicted,III,76.0,3.968,4.044,1984,2004,2022,False
T,2118,2176,2210,0.9573812484741211,predicted,III,184.0,4.236,4.42,2118,2176,2210,
P,2554,2590,2594,0.797285795211792,predicted,III,80.0,5.108,5.188,2554,2590,2594,
QRS,2626,2648,2662,0.9254097938537598,predicted,III,72.0,5.252,5.324,2626,2648,2662,False
T,2758,2820,2856,0.981334924697876,predicted,III,196.0,5.516,5.712,2758,2820,2856,
P,3238,3262,3274,0.8979489207267761,predicted,III,72.0,6.476,6.548,3238,3262,3274,
QRS,3296,3318,3338,0.909756600856781,predicted,III,84.0,6.592,6.676,3296,3318,3338,False
T,3438,3490,3518,0.9772427082061768,predicted,III,160.0,6.876,7.036,3438,3490,3518,
P,3896,3916,3934,0.936137855052948,predicted,III,76.0,7.792,7.868,3896,3916,3934,
QRS,3954,3974,3994,0.9005270600318909,predicted,III,80.0,7.908,7.988,3954,3974,3994,False
T,4086,4144,4180,0.9617557525634766,predicted,III,188.0,8.172,8.36,4086,4144,4180,
T,4312,4318,4346,0.32175910472869873,predicted,III,68.0,8.624,8.692,4312,4318,4346,
P,4348,4358,4358,0.3124251067638397,predicted,III,20.0,8.696,8.716,4348,4358,4358,
T,4360,4360,4382,0.317303329706192,predicted,III,44.0,8.72,8.764,4360,4360,4382,
T,4386,4410,4516,0.36173585057258606,predicted,III,260.0,8.772,9.032,4386,4410,4516,
P,4530,4572,4592,0.7179564237594604,predicted,III,124.0,9.06,9.184,4530,4572,4592,
QRS,4602,4630,4658,0.7915008664131165,predicted,III,112.0,9.204,9.316,4602,4630,4658,False
T,4660,4684,4684,0.47552233934402466,predicted,III,48.0,9.32,9.368,4660,4684,4684,
P,4686,4692,4710,0.44395652413368225,predicted,III,48.0,9.372,9.42,4686,4692,4710,
T,4712,4804,4854,0.7507397532463074,predicted,III,284.0,9.424,9.708,4712,4804,4854,
QRS,2,10,42,0.6848499774932861,predicted,aVR,80.0,0.004,0.084,2,10,42,False
T,118,188,230,0.928625226020813,predicted,aVR,224.0,0.236,0.46,118,188,230,
T,336,404,456,0.8604246377944946,predicted,aVR,240.0,0.672,0.912,336,404,456,
P,566,600,624,0.9342924356460571,predicted,aVR,116.0,1.132,1.248,566,600,624,
QRS,638,664,684,0.9266664981842041,predicted,aVR,92.0,1.276,1.368,638,664,684,False
T,774,842,880,0.9737399220466614,predicted,aVR,212.0,1.548,1.76,774,842,880,
P,1252,1282,1304,0.9595566391944885,predicted,aVR,104.0,2.504,2.608,1252,1282,1304,
QRS,1324,1344,1366,0.9086673259735107,predicted,aVR,84.0,2.648,2.732,1324,1344,1366,False
T,1456,1522,1568,0.9689600467681885,predicted,aVR,224.0,2.912,3.136,1456,1522,1568,
P,1912,1938,1958,0.9677731394767761,predicted,aVR,92.0,3.824,3.916,1912,1938,1958,
QRS,1980,2002,2024,0.8932675719261169,predicted,aVR,88.0,3.96,4.048,1980,2002,2024,False
T,2114,2178,2220,0.9663252830505371,predicted,aVR,212.0,4.228,4.44,2114,2178,2220,
P,2550,2580,2600,0.9356505274772644,predicted,aVR,100.0,5.1,5.2,2550,2580,2600,
QRS,2624,2644,2660,0.9427616596221924,predicted,aVR,72.0,5.248,5.32,2624,2644,2660,False
T,2756,2822,2866,0.9730347990989685,predicted,aVR,220.0,5.512,5.732,2756,2822,2866,
P,3224,3250,3276,0.9530639052391052,predicted,aVR,104.0,6.448,6.552,3224,3250,3276,
QRS,3292,3316,3336,0.9159145355224609,predicted,aVR,88.0,6.584,6.672,3292,3316,3336,False
T,3430,3492,3538,0.9776307940483093,predicted,aVR,216.0,6.86,7.076,3430,3492,3538,
P,3880,3906,3932,0.9615077972412109,predicted,aVR,104.0,7.76,7.864,3880,3906,3932,
QRS,3948,3972,3992,0.9089080095291138,predicted,aVR,88.0,7.896,7.984,3948,3972,3992,False
T,4078,4146,4196,0.964961051940918,predicted,aVR,236.0,8.156,8.392,4078,4146,4196,
T,4382,4410,4470,0.5249512791633606,predicted,aVR,176.0,8.764,8.94,4382,4410,4470,
P,4472,4476,4480,0.35657891631126404,predicted,aVR,16.0,8.944,8.96,4472,4476,4480,
P,4532,4564,4588,0.9121198058128357,predicted,aVR,112.0,9.064,9.176,4532,4564,4588,
QRS,4604,4626,4652,0.8764010071754456,predicted,aVR,96.0,9.208,9.304,4604,4626,4652,False
T,4702,4802,4868,0.8351197838783264,predicted,aVR,332.0,9.404,9.736,4702,4802,4868,
QRS,2,12,40,0.6553788781166077,predicted,aVL,76.0,0.004,0.08,2,12,40,False
T,114,186,242,0.8950260281562805,predicted,aVL,256.0,0.228,0.484,114,186,242,
T,336,454,462,0.7597787380218506,predicted,aVL,252.0,0.672,0.924,336,454,462,
P,572,608,626,0.9339703917503357,predicted,aVL,108.0,1.144,1.252,572,608,626,
QRS,642,666,682,0.9535213708877563,predicted,aVL,80.0,1.284,1.364,642,666,682,False
T,780,838,880,0.9713630676269531,predicted,aVL,200.0,1.56,1.76,780,838,880,
P,1256,1286,1304,0.9640222191810608,predicted,aVL,96.0,2.512,2.608,1256,1286,1304,
QRS,1326,1346,1362,0.9516027569770813,predicted,aVL,72.0,2.652,2.724,1326,1346,1362,False
T,1458,1518,1564,0.9720863103866577,predicted,aVL,212.0,2.916,3.128,1458,1518,1564,
P,1910,1944,1962,0.9308207631111145,predicted,aVL,104.0,3.82,3.924,1910,1944,1962,
QRS,1984,2004,2020,0.9535017609596252,predicted,aVL,72.0,3.968,4.04,1984,2004,2020,False
T,2114,2176,2212,0.9749606847763062,predicted,aVL,196.0,4.228,4.424,2114,2176,2212,
P,2562,2588,2604,0.9549940228462219,predicted,aVL,84.0,5.124,5.208,2562,2588,2604,
QRS,2626,2646,2662,0.9568177461624146,predicted,aVL,72.0,5.252,5.324,2626,2646,2662,False
T,2756,2822,2860,0.9757680296897888,predicted,aVL,208.0,5.512,5.72,2756,2822,2860,
P,3230,3258,3276,0.9548133015632629,predicted,aVL,92.0,6.46,6.552,3230,3258,3276,
QRS,3296,3318,3334,0.9658920168876648,predicted,aVL,76.0,6.592,6.668,3296,3318,3334,False
T,3432,3492,3534,0.9647776484489441,predicted,aVL,204.0,6.864,7.068,3432,3492,3534,
P,3880,3914,3934,0.951403021812439,predicted,aVL,108.0,7.76,7.868,3880,3914,3934,
QRS,3952,3972,3990,0.9570571184158325,predicted,aVL,76.0,7.904,7.98,3952,3972,3990,False
T,4080,4146,4180,0.9788417220115662,predicted,aVL,200.0,8.16,8.36,4080,4146,4180,
T,4322,4410,4436,0.3747705817222595,predicted,aVL,228.0,8.644,8.872,4322,4410,4436,
P,4438,4496,4518,0.5918728709220886,predicted,aVL,160.0,8.876,9.036,4438,4496,4518,
P,4532,4570,4592,0.8533684015274048,predicted,aVL,120.0,9.064,9.184,4532,4570,4592,
QRS,4604,4628,4652,0.9227756261825562,predicted,aVL,96.0,9.208,9.304,4604,4628,4652,False
T,4692,4804,4850,0.8211044073104858,predicted,aVL,316.0,9.384,9.7,4692,4804,4850,
QRS,18,22,70,0.45337626338005066,predicted,aVF,104.0,0.036,0.14,18,22,70,False
P,72,82,134,0.3519397974014282,predicted,aVF,124.0,0.144,0.268,72,82,134,
T,138,138,148,0.33077460527420044,predicted,aVF,20.0,0.276,0.296,138,138,148,
P,156,156,170,0.4254768490791321,predicted,aVF,28.0,0.312,0.34,156,156,170,
T,172,176,190,0.5185511112213135,predicted,aVF,36.0,0.344,0.38,172,176,190,
P,192,204,204,0.5395402908325195,predicted,aVF,24.0,0.384,0.408,192,204,204,
T,206,208,278,0.6478903293609619,predicted,aVF,144.0,0.412,0.556,206,208,278,
T,356,460,460,0.7612917423248291,predicted,aVF,208.0,0.712,0.92,356,460,460,
P,570,596,610,0.9285489320755005,predicted,aVF,80.0,1.14,1.22,570,596,610,
QRS,636,660,688,0.8944178819656372,predicted,aVF,104.0,1.272,1.376,636,660,688,False
T,794,794,896,0.9415113925933838,predicted,aVF,204.0,1.588,1.792,794,794,896,
P,1250,1276,1292,0.9326686859130859,predicted,aVF,84.0,2.5,2.584,1250,1276,1292,
QRS,1320,1340,1370,0.918304443359375,predicted,aVF,100.0,2.64,2.74,1320,1340,1370,False
T,1472,1472,1580,0.9335658550262451,predicted,aVF,216.0,2.944,3.16,1472,1472,1580,
P,1910,1934,1948,0.9360135197639465,predicted,aVF,76.0,3.82,3.896,1910,1934,1948,
QRS,1978,1996,2022,0.9157955050468445,predicted,aVF,88.0,3.956,4.044,1978,1996,2022,False
T,2130,2130,2242,0.9541957974433899,predicted,aVF,224.0,4.26,4.484,2130,2130,2242,
P,2546,2578,2590,0.9591488838195801,predicted,aVF,88.0,5.092,5.18,2546,2578,2590,
QRS,2620,2640,2664,0.8939983248710632,predicted,aVF,88.0,5.24,5.328,2620,2640,2664,False
T,2770,2836,2890,0.9538662433624268,predicted,aVF,240.0,5.54,5.78,2770,2836,2890,
P,3220,3246,3262,0.9387891292572021,predicted,aVF,84.0,6.44,6.524,3220,3246,3262,
QRS,3290,3312,3338,0.917746901512146,predicted,aVF,96.0,6.58,6.676,3290,3312,3338,False
T,3436,3512,3552,0.9263291954994202,predicted,aVF,232.0,6.872,7.104,3436,3512,3552,
P,3880,3902,3916,0.9635766744613647,predicted,aVF,72.0,7.76,7.832,3880,3902,3916,
QRS,3948,3966,3994,0.9096841812133789,predicted,aVF,92.0,7.896,7.988,3948,3966,3994,False
T,4084,4098,4196,0.936738133430481,predicted,aVF,224.0,8.168,8.392,4084,4098,4196,
T,4370,4378,4402,0.5429372787475586,predicted,aVF,64.0,8.74,8.804,4370,4378,4402,
P,4530,4558,4574,0.9537493586540222,predicted,aVF,88.0,9.06,9.148,4530,4558,4574,
QRS,4604,4622,4644,0.9237644672393799,predicted,aVF,80.0,9.208,9.288,4604,4622,4644,False
T,4736,4834,4892,0.8875938057899475,predicted,aVF,312.0,9.472,9.784,4736,4834,4892,
QRS,4970,4990,4990,0.4515123665332794,predicted,aVF,40.0,9.94,9.98,4970,4990,4990,False
QRS,8,14,58,0.6365788578987122,predicted,V1,100.0,0.016,0.116,8,14,58,False
T,80,80,206,0.7264787554740906,predicted,V1,252.0,0.16,0.412,80,80,206,
T,212,214,236,0.4447343945503235,predicted,V1,48.0,0.424,0.472,212,214,236,
T,250,250,484,0.692981481552124,predicted,V1,468.0,0.5,0.968,250,250,484,
P,574,588,614,0.8095779418945312,predicted,V1,80.0,1.148,1.228,574,588,614,
QRS,638,668,682,0.9603673815727234,predicted,V1,88.0,1.276,1.364,638,668,682,False
T,758,826,862,0.9511063694953918,predicted,V1,208.0,1.516,1.724,758,826,862,
P,1254,1284,1284,0.8764433264732361,predicted,V1,60.0,2.508,2.568,1254,1284,1284,
QRS,1320,1348,1364,0.9370153546333313,predicted,V1,88.0,2.64,2.728,1320,1348,1364,False
T,1436,1506,1544,0.9473275542259216,predicted,V1,216.0,2.872,3.088,1436,1506,1544,
P,1910,1940,1940,0.9359553456306458,predicted,V1,60.0,3.82,3.88,1910,1940,1940,
QRS,1980,2006,2024,0.9393582344055176,predicted,V1,88.0,3.96,4.048,1980,2006,2024,False
T,2098,2164,2200,0.9609913229942322,predicted,V1,204.0,4.196,4.4,2098,2164,2200,
P,2558,2584,2586,0.8748855590820312,predicted,V1,56.0,5.116,5.172,2558,2584,2586,
QRS,2622,2648,2664,0.9625815749168396,predicted,V1,84.0,5.244,5.328,2622,2648,2664,False
T,2734,2804,2842,0.9605339765548706,predicted,V1,216.0,5.468,5.684,2734,2804,2842,
P,3230,3254,3262,0.8483904004096985,predicted,V1,64.0,6.46,6.524,3230,3254,3262,
QRS,3292,3318,3336,0.9568237662315369,predicted,V1,88.0,6.584,6.672,3292,3318,3336,False
T,3408,3478,3516,0.9570890665054321,predicted,V1,216.0,6.816,7.032,3408,3478,3516,
P,3880,3912,3914,0.9061722159385681,predicted,V1,68.0,7.76,7.828,3880,3912,3914,
QRS,3946,3974,3994,0.9395737648010254,predicted,V1,96.0,7.892,7.988,3946,3974,3994,False
T,4066,4134,4170,0.9586950540542603,predicted,V1,208.0,8.132,8.34,4066,4134,4170,
T,4398,4398,4472,0.3890697956085205,predicted,V1,148.0,8.796,8.944,4398,4398,4472,
P,4532,4568,4584,0.8210700154304504,predicted,V1,104.0,9.064,9.168,4532,4568,4584,
QRS,4602,4630,4658,0.930393397808075,predicted,V1,112.0,9.204,9.316,4602,4630,4658,False
T,4662,4748,4748,0.6248257160186768,predicted,V1,172.0,9.324,9.496,4662,4748,4748,
P,4750,4768,4768,0.48699456453323364,predicted,V1,36.0,9.5,9.536,4750,4768,4768,
T,4770,4788,4922,0.6153018474578857,predicted,V1,304.0,9.54,9.844,4770,4788,4922,
P,4986,4994,4994,0.46239686012268066,predicted,V1,16.0,9.972,9.988,4986,4994,4994,
QRS,0,20,30,0.7664361000061035,predicted,V2,60.0,0.0,0.06,0,20,30,False
T,84,178,222,0.8869745135307312,predicted,V2,276.0,0.168,0.444,84,178,222,
T,354,426,450,0.726068377494812,predicted,V2,192.0,0.708,0.9,354,426,450,
P,554,590,622,0.9149580597877502,predicted,V2,136.0,1.108,1.244,554,590,622,
QRS,636,662,682,0.9603610038757324,predicted,V2,92.0,1.272,1.364,636,662,682,False
T,746,830,876,0.9290089011192322,predicted,V2,260.0,1.492,1.752,746,830,876,
P,1246,1304,1304,0.9070435166358948,predicted,V2,116.0,2.492,2.608,1246,1304,1304,
QRS,1320,1340,1364,0.9462777972221375,predicted,V2,88.0,2.64,2.728,1320,1340,1364,False
T,1432,1510,1556,0.9802773594856262,predicted,V2,248.0,2.864,3.112,1432,1510,1556,
P,1906,1960,1960,0.9399574398994446,predicted,V2,108.0,3.812,3.92,1906,1960,1960,
QRS,1980,2000,2020,0.9593815803527832,predicted,V2,80.0,3.96,4.04,1980,2000,2020,False
T,2080,2168,2216,0.9567538499832153,predicted,V2,272.0,4.16,4.432,2080,2168,2216,
P,2548,2606,2606,0.9325608611106873,predicted,V2,116.0,5.096,5.212,2548,2606,2606,
QRS,2622,2642,2662,0.9571211934089661,predicted,V2,80.0,5.244,5.324,2622,2642,2662,False
T,2732,2812,2858,0.9667797088623047,predicted,V2,252.0,5.464,5.716,2732,2812,2858,
P,3218,3276,3276,0.9635418057441711,predicted,V2,116.0,6.436,6.552,3218,3276,3276,
QRS,3292,3312,3336,0.9574495553970337,predicted,V2,88.0,6.584,6.672,3292,3312,3336,False
T,3406,3482,3528,0.9691175222396851,predicted,V2,244.0,6.812,7.056,3406,3482,3528,
P,3876,3902,3926,0.9387635588645935,predicted,V2,100.0,7.752,7.852,3876,3902,3926,
QRS,3948,3968,3990,0.948673665523529,predicted,V2,84.0,7.896,7.98,3948,3968,3990,False
T,4064,4138,4186,0.9684301018714905,predicted,V2,244.0,8.128,8.372,4064,4138,4186,
T,4384,4384,4442,0.4571991562843323,predicted,V2,116.0,8.768,8.884,4384,4384,4442,
P,4444,4456,4462,0.32150083780288696,predicted,V2,36.0,8.888,8.924,4444,4456,4462,
P,4474,4474,4488,0.3767900764942169,predicted,V2,28.0,8.948,8.976,4474,4474,4488,
P,4518,4588,4588,0.9133319854736328,predicted,V2,140.0,9.036,9.176,4518,4588,4588,
QRS,4602,4624,4652,0.944013237953186,predicted,V2,100.0,9.204,9.304,4602,4624,4652,False
T,4696,4792,4856,0.9013599157333374,predicted,V2,320.0,9.392,9.712,4696,4792,4856,
QRS,0,10,30,0.8731894493103027,predicted,V3,60.0,0.0,0.06,0,10,30,False
T,92,180,226,0.9387211799621582,predicted,V3,268.0,0.184,0.452,92,180,226,
T,366,440,454,0.7477872967720032,predicted,V3,176.0,0.732,0.908,366,440,454,
P,556,596,622,0.9113404154777527,predicted,V3,132.0,1.112,1.244,556,596,622,
QRS,638,662,680,0.9776062369346619,predicted,V3,84.0,1.276,1.36,638,662,680,False
T,750,832,878,0.9560433626174927,predicted,V3,256.0,1.5,1.756,750,832,878,
P,1252,1278,1304,0.9327647089958191,predicted,V3,104.0,2.504,2.608,1252,1278,1304,
QRS,1322,1342,1362,0.9629750847816467,predicted,V3,80.0,2.644,2.724,1322,1342,1362,False
T,1432,1512,1562,0.9725698828697205,predicted,V3,260.0,2.864,3.124,1432,1512,1562,
P,1906,1936,1960,0.9492539763450623,predicted,V3,108.0,3.812,3.92,1906,1936,1960,
QRS,1982,2000,2020,0.9650861620903015,predicted,V3,76.0,3.964,4.04,1982,2000,2020,False
T,2082,2082,2094,0.5861502289772034,predicted,V3,24.0,4.164,4.188,2082,2082,2094,
T,2098,2170,2220,0.9662750363349915,predicted,V3,244.0,4.196,4.44,2098,2170,2220,
P,2550,2606,2606,0.9529642462730408,predicted,V3,112.0,5.1,5.212,2550,2606,2606,
QRS,2624,2642,2662,0.9569721221923828,predicted,V3,76.0,5.248,5.324,2624,2642,2662,False
T,2732,2812,2862,0.9704598188400269,predicted,V3,260.0,5.464,5.724,2732,2812,2862,
P,3220,3250,3278,0.9544759392738342,predicted,V3,116.0,6.44,6.556,3220,3250,3278,
QRS,3294,3314,3332,0.9700496792793274,predicted,V3,76.0,6.588,6.664,3294,3314,3332,False
T,3406,3484,3538,0.967372715473175,predicted,V3,264.0,6.812,7.076,3406,3484,3538,
P,3876,3904,3928,0.9345591068267822,predicted,V3,104.0,7.752,7.856,3876,3904,3928,
QRS,3950,3970,3988,0.9702938199043274,predicted,V3,76.0,7.9,7.976,3950,3970,3988,False
T,4068,4140,4190,0.9801574945449829,predicted,V3,244.0,8.136,8.38,4068,4140,4190,
T,4392,4432,4438,0.38738134503364563,predicted,V3,92.0,8.784,8.876,4392,4432,4438,
P,4440,4472,4488,0.38421574234962463,predicted,V3,96.0,8.88,8.976,4440,4472,4488,
P,4522,4588,4588,0.9220069050788879,predicted,V3,132.0,9.044,9.176,4522,4588,4588,
QRS,4604,4626,4648,0.9462063908576965,predicted,V3,88.0,9.208,9.296,4604,4626,4648,False
T,4692,4796,4856,0.8875189423561096,predicted,V3,328.0,9.384,9.712,4692,4796,4856,
P,4986,4994,4996,0.5629978775978088,predicted,V3,20.0,9.972,9.992,4986,4994,4996,
QRS,0,8,36,0.844580888748169,predicted,V4,72.0,0.0,0.072,0,8,36,False
T,100,184,228,0.9429828524589539,predicted,V4,256.0,0.2,0.456,100,184,228,
T,350,440,474,0.7251102924346924,predicted,V4,248.0,0.7,0.948,350,440,474,
P,558,598,622,0.901965856552124,predicted,V4,128.0,1.116,1.244,558,598,622,
QRS,638,662,680,0.9758185744285583,predicted,V4,84.0,1.276,1.36,638,662,680,False
T,764,834,884,0.9710831642150879,predicted,V4,240.0,1.528,1.768,764,834,884,
P,1252,1278,1302,0.9531166553497314,predicted,V4,100.0,2.504,2.604,1252,1278,1302,
QRS,1322,1342,1362,0.9569199085235596,predicted,V4,80.0,2.644,2.724,1322,1342,1362,False
T,1436,1516,1566,0.9566948413848877,predicted,V4,260.0,2.872,3.132,1436,1516,1566,
P,1906,1936,1958,0.9614940881729126,predicted,V4,104.0,3.812,3.916,1906,1936,1958,
QRS,1980,2000,2018,0.9607974886894226,predicted,V4,76.0,3.96,4.036,1980,2000,2018,False
T,2104,2174,2222,0.9833949208259583,predicted,V4,236.0,4.208,4.444,2104,2174,2222,
P,2550,2604,2604,0.9528581500053406,predicted,V4,108.0,5.1,5.208,2550,2604,2604,
QRS,2624,2642,2660,0.9732524752616882,predicted,V4,72.0,5.248,5.32,2624,2642,2660,False
T,2736,2816,2864,0.9759119749069214,predicted,V4,256.0,5.472,5.728,2736,2816,2864,
P,3222,3248,3276,0.9647219777107239,predicted,V4,108.0,6.444,6.552,3222,3248,3276,
QRS,3294,3314,3332,0.9625104665756226,predicted,V4,76.0,6.588,6.664,3294,3314,3332,False
T,3412,3486,3540,0.9762338399887085,predicted,V4,256.0,6.824,7.08,3412,3486,3540,
P,3870,3904,3928,0.948820948600769,predicted,V4,116.0,7.74,7.856,3870,3904,3928,
QRS,3950,3970,3988,0.9644584655761719,predicted,V4,76.0,7.9,7.976,3950,3970,3988,False
T,4070,4142,4192,0.9852257966995239,predicted,V4,244.0,8.14,8.384,4070,4142,4192,
T,4400,4422,4422,0.3564620316028595,predicted,V4,44.0,8.8,8.844,4400,4422,4422,
P,4526,4560,4588,0.9168121814727783,predicted,V4,124.0,9.052,9.176,4526,4560,4588,
QRS,4604,4624,4646,0.9557233452796936,predicted,V4,84.0,9.208,9.292,4604,4624,4646,False
T,4704,4798,4854,0.9096075296401978,predicted,V4,300.0,9.408,9.708,4704,4798,4854,
QRS,0,10,26,0.843340277671814,predicted,V5,52.0,0.0,0.052,0,10,26,False
T,106,188,230,0.9497483372688293,predicted,V5,248.0,0.212,0.46,106,188,230,
T,332,344,480,0.7566283941268921,predicted,V5,296.0,0.664,0.96,332,344,480,
P,554,600,622,0.8751129508018494,predicted,V5,136.0,1.108,1.244,554,600,622,
QRS,636,662,680,0.9567152857780457,predicted,V5,88.0,1.272,1.36,636,662,680,False
T,770,838,886,0.9768613576889038,predicted,V5,232.0,1.54,1.772,770,838,886,
P,1254,1280,1302,0.9568314552307129,predicted,V5,96.0,2.508,2.604,1254,1280,1302,
QRS,1322,1342,1360,0.9544861912727356,predicted,V5,76.0,2.644,2.72,1322,1342,1360,False
T,1448,1520,1568,0.9688759446144104,predicted,V5,240.0,2.896,3.136,1448,1520,1568,
P,1904,1938,1960,0.9601573944091797,predicted,V5,112.0,3.808,3.92,1904,1938,1960,
QRS,1980,2000,2018,0.9477070569992065,predicted,V5,76.0,3.96,4.036,1980,2000,2018,False
T,2108,2178,2224,0.980446457862854,predicted,V5,232.0,4.216,4.448,2108,2178,2224,
P,2552,2576,2604,0.9641909003257751,predicted,V5,104.0,5.104,5.208,2552,2576,2604,
